Jour,Product_ID,Stock,Consommation,Reapprovisionnement
2025-02-14,P047,166,44,0
2025-02-14,P048,27,0,0
2025-02-14,P049,228,38,0
2025-02-14,P050,55,0,34
2025-02-15,P001,31,1,0
2025-02-15,P002,408,37,0
2025-02-15,P003,380,6,0
2025-02-15,P004,218,3,11
2025-02-15,P005,299,8,0
2025-02-15,P006,172,10,7
2025-02-15,P007,177,0,0
2025-02-15,P008,276,42,0
2025-02-15,P009,266,14,57
2025-02-15,P010,183,42,16
2025-02-15,P011,240,32,0
2025-02-15,P012,214,48,39
2025-02-15,P013,494,26,0
2025-02-15,P014,186,7,0
2025-02-15,P015,486,41,0
2025-02-15,P016,408,12,0
2025-02-15,P017,194,47,0
2025-02-15,P018,131,49,0
2025-02-15,P019,62,17,30
2025-02-15,P020,74,47,0
2025-02-15,P021,222,13,66
2025-02-15,P022,308,32,0
2025-02-15,P023,500,21,0
2025-02-15,P024,98,42,0
2025-02-15,P025,98,41,0
2025-02-15,P026,71,31,0
2025-02-15,P027,384,37,0
2025-02-15,P028,79,8,0
2025-02-15,P029,27,10,0
2025-02-15,P030,35,30,0
2025-02-15,P031,216,41,0
2025-02-15,P032,353,11,9
2025-02-15,P033,320,38,0
2025-02-15,P034,101,48,0
2025-02-15,P035,454,17,0
2025-02-15,P036,207,40,0
2025-02-15,P037,312,2,98
2025-02-15,P038,97,42,0
2025-02-15,P039,51,43,59
2025-02-15,P040,193,11,0
2025-02-15,P041,343,37,0
2025-02-15,P042,214,8,0
2025-02-15,P043,488,14,78
2025-02-15,P044,329,46,78
2025-02-15,P045,138,3,60
2025-02-15,P046,124,18,0
2025-02-15,P047,233,46,0
2025-02-15,P048,85,10,0
2025-02-15,P049,236,29,0
2025-02-15,P050,357,43,0
2025-02-16,P001,339,29,0
2025-02-16,P002,458,11,0
2025-02-16,P003,243,10,0
2025-02-16,P004,339,0,0
2025-02-16,P005,90,18,0
2025-02-16,P006,125,37,0
2025-02-16,P007,349,31,23
2025-02-16,P008,359,33,0
2025-02-16,P009,92,41,0
2025-02-16,P010,358,20,11
2025-02-16,P011,468,26,0
2025-02-16,P012,343,35,0
2025-02-16,P013,356,31,0
2025-02-16,P014,454,18,39
2025-02-16,P015,264,33,0
2025-02-16,P016,247,11,0
2025-02-16,P017,458,37,15
2025-02-16,P018,437,24,0
2025-02-16,P019,426,29,0
2025-02-16,P020,186,9,0
2025-02-16,P021,142,16,0
2025-02-16,P022,238,48,0
2025-02-16,P023,361,31,42
2025-02-16,P024,497,32,41
2025-02-16,P025,84,42,0
2025-02-16,P026,380,7,25
2025-02-16,P027,189,9,29
2025-02-16,P028,22,15,0
2025-02-16,P029,402,14,45
2025-02-16,P030,447,25,24
2025-02-16,P031,105,4,0
2025-02-16,P032,433,25,0
2025-02-16,P033,338,3,20
2025-02-16,P034,400,37,0
2025-02-16,P035,23,22,0
2025-02-16,P036,43,34,0
2025-02-16,P037,258,9,0
2025-02-16,P038,488,31,12
2025-02-16,P039,144,33,28
2025-02-16,P040,200,35,0
2025-02-16,P041,407,29,0
2025-02-16,P042,459,28,0
2025-02-16,P043,334,28,0
2025-02-16,P044,424,50,24
2025-02-16,P045,351,48,69
2025-02-16,P046,346,11,98
2025-02-16,P047,157,25,51
2025-02-16,P048,61,28,0
2025-02-16,P049,146,12,0
2025-02-16,P050,324,35,0
2025-02-17,P001,285,9,0
2025-02-17,P002,138,48,77
2025-02-17,P003,500,34,0
2025-02-17,P004,265,41,0
2025-02-17,P005,401,18,0
2025-02-17,P006,305,4,0
2025-02-17,P007,126,37,0
2025-02-17,P008,70,20,85
2025-02-17,P009,68,40,0
2025-02-17,P010,275,16,0
2025-02-17,P011,66,23,0
2025-02-17,P012,402,19,0
2025-02-17,P013,365,8,59
2025-02-17,P014,35,34,0
2025-02-17,P015,90,23,0
2025-02-17,P016,153,25,0
2025-02-17,P017,366,27,0
2025-02-17,P018,39,27,0
2025-02-17,P019,123,38,0
2025-02-17,P020,131,45,0
2025-02-17,P021,455,41,76
2025-02-17,P022,152,31,0
2025-02-17,P023,358,7,0
2025-02-17,P024,111,2,0
2025-02-17,P025,87,33,0
2025-02-17,P026,382,11,0
2025-02-17,P027,221,20,0
2025-02-17,P028,405,37,0
2025-02-17,P029,464,31,2
2025-02-17,P030,292,18,0
2025-02-17,P031,422,30,0
2025-02-17,P032,448,45,0
2025-02-17,P033,150,5,65
2025-02-17,P034,499,7,74
2025-02-17,P035,454,41,0
2025-02-17,P036,181,50,0
2025-02-17,P037,57,7,0
2025-02-17,P038,372,48,98
2025-02-17,P039,363,29,0
2025-02-17,P040,166,1,0
2025-02-17,P041,49,25,0
2025-02-17,P042,317,40,4
2025-02-17,P043,468,9,0
2025-02-17,P044,412,29,78
2025-02-17,P045,179,40,0
2025-02-17,P046,355,38,28
2025-02-17,P047,91,36,0
2025-02-17,P048,230,30,18
2025-02-17,P049,272,10,0
2025-02-17,P050,402,1,0
2025-02-18,P001,364,2,79
2025-02-18,P002,129,14,15
2025-02-18,P003,470,13,0
2025-02-18,P004,108,19,0
2025-02-18,P005,433,34,0
2025-02-18,P006,183,31,0
2025-02-18,P007,238,31,0
2025-02-18,P008,231,41,56
2025-02-18,P009,189,8,0
2025-02-18,P010,118,10,0
2025-02-18,P011,157,31,0
2025-02-18,P012,88,17,2
2025-02-18,P013,214,23,0
2025-02-18,P014,43,13,0
2025-02-18,P015,270,0,53
2025-02-18,P016,438,12,9
2025-02-18,P017,108,30,0
2025-02-18,P018,335,32,63
2025-02-18,P019,308,8,0
2025-02-18,P020,45,21,88
2025-02-18,P021,48,10,52
2025-02-18,P022,198,50,0
2025-02-18,P023,138,42,0
2025-02-18,P024,377,11,0
2025-02-18,P025,433,11,0
2025-02-18,P026,147,0,62
2025-02-18,P027,451,26,0
2025-02-18,P028,490,8,13
2025-02-18,P029,450,0,0
2025-02-18,P030,286,37,0
2025-02-18,P031,307,16,0
2025-02-18,P032,159,39,0
2025-02-18,P033,106,49,0
2025-02-18,P034,425,41,0
2025-02-18,P035,251,31,0
2025-02-18,P036,325,46,0
2025-02-18,P037,463,21,0
2025-02-18,P038,367,25,0
2025-02-18,P039,210,4,94
2025-02-18,P040,483,44,0
2025-02-18,P041,357,43,0
2025-02-18,P042,410,42,0
2025-02-18,P043,75,18,0
2025-02-18,P044,135,49,0
2025-02-18,P045,109,31,0
2025-02-18,P046,249,2,0
2025-02-18,P047,451,12,0
2025-02-18,P048,70,44,33
2025-02-18,P049,386,5,20
2025-02-18,P050,365,36,49
2025-02-19,P001,96,37,0
2025-02-19,P002,76,25,60
2025-02-19,P003,167,6,0
2025-02-19,P004,389,5,34
2025-02-19,P005,369,4,16
2025-02-19,P006,492,14,0
2025-02-19,P007,433,3,0
2025-02-19,P008,103,44,0
2025-02-19,P009,354,15,0
2025-02-19,P010,442,43,0
2025-02-19,P011,320,38,0
2025-02-19,P012,335,46,0
2025-02-19,P013,85,41,52
2025-02-19,P014,311,13,0
2025-02-19,P015,397,42,0
2025-02-19,P016,156,9,0
2025-02-19,P017,202,18,89
2025-02-19,P018,340,41,53
2025-02-19,P019,364,17,80
2025-02-19,P020,280,35,0
2025-02-19,P021,48,7,0
2025-02-19,P022,285,19,0
2025-02-19,P023,477,50,0
2025-02-19,P024,123,8,0
2025-02-19,P025,441,25,0
2025-02-19,P026,209,23,0
2025-02-19,P027,313,1,0
2025-02-19,P028,227,12,74
2025-02-19,P029,74,3,0
2025-02-19,P030,132,16,0
2025-02-19,P031,53,22,72
2025-02-19,P032,457,40,19
2025-02-19,P033,437,18,0
2025-02-19,P034,403,21,0
2025-02-19,P035,111,3,0
2025-02-19,P036,331,38,0
2025-02-19,P037,349,42,0
2025-02-19,P038,156,3,64
2025-02-19,P039,163,31,0
2025-02-19,P040,343,13,85
2025-02-19,P041,174,41,0
2025-02-19,P042,102,48,0
2025-02-19,P043,331,48,56
2025-02-19,P044,403,31,0
2025-02-19,P045,188,35,28
2025-02-19,P046,424,6,0
2025-02-19,P047,471,1,0
2025-02-19,P048,241,39,3
2025-02-19,P049,221,28,0
2025-02-19,P050,492,3,100
2025-02-20,P001,334,42,73
2025-02-20,P002,93,15,0
2025-02-20,P003,282,18,0
2025-02-20,P004,196,28,0
2025-02-20,P005,36,17,0
2025-02-20,P006,255,34,0
2025-02-20,P007,57,10,0
2025-02-20,P008,271,45,47
2025-02-20,P009,339,23,97
2025-02-20,P010,425,40,0
2025-02-20,P011,146,1,41
2025-02-20,P012,256,18,15
2025-02-20,P013,381,32,0
2025-02-20,P014,423,11,0
2025-02-20,P015,139,15,0
2025-02-20,P016,243,17,24
2025-02-20,P017,492,42,0
2025-02-20,P018,277,33,83
2025-02-20,P019,235,32,0
2025-02-20,P020,315,9,92
2025-02-20,P021,383,22,0
2025-02-20,P022,249,11,0
2025-02-20,P023,125,32,0
2025-02-20,P024,52,2,0
2025-02-20,P025,199,38,0
2025-02-20,P026,406,13,0
2025-02-20,P027,146,35,0
2025-02-20,P028,119,24,0
2025-02-20,P029,256,30,0
2025-02-20,P030,344,29,0
2025-02-20,P031,129,40,0
2025-02-20,P032,295,4,0
2025-02-20,P033,472,29,6
2025-02-20,P034,347,29,0
2025-02-20,P035,486,39,0
2025-02-20,P036,180,30,0
2025-02-20,P037,265,3,0
2025-02-20,P038,125,7,0
2025-02-20,P039,409,45,0
2025-02-20,P040,98,44,0
2025-02-20,P041,297,13,0
2025-02-20,P042,76,23,44
2025-02-20,P043,410,23,0
2025-02-20,P044,416,7,90
2025-02-20,P045,128,0,16
2025-02-20,P046,302,28,0
2025-02-20,P047,141,18,0
2025-02-20,P048,483,30,0
2025-02-20,P049,38,11,0
2025-02-20,P050,104,21,0
2025-02-21,P001,72,45,100
2025-02-21,P002,179,13,0
2025-02-21,P003,368,15,0
2025-02-21,P004,321,33,0
2025-02-21,P005,154,4,0
2025-02-21,P006,237,40,0
2025-02-21,P007,485,35,0
2025-02-21,P008,368,34,0
2025-02-21,P009,58,35,49
2025-02-21,P010,156,17,0
2025-02-21,P011,237,38,0
2025-02-21,P012,428,27,0
2025-02-21,P013,300,5,0
2025-02-21,P014,404,47,0
2025-02-21,P015,251,23,82
2025-02-21,P016,237,15,60
2025-02-21,P017,430,21,74
2025-02-21,P018,310,49,0
2025-02-21,P019,129,37,0
2025-02-21,P020,377,25,35
2025-02-21,P021,175,46,71
2025-02-21,P022,451,9,0
2025-02-21,P023,233,44,0
2025-02-21,P024,125,17,31
2025-02-21,P025,150,35,0
2025-02-21,P026,499,33,0
2025-02-21,P027,54,40,0
2025-02-21,P028,310,30,0
2025-02-21,P029,203,50,93
2025-02-21,P030,280,3,0
2025-02-21,P031,364,10,85
2025-02-21,P032,22,10,24
2025-02-21,P033,477,38,0
2025-02-21,P034,57,33,0
2025-02-21,P035,326,23,0
2025-02-21,P036,156,45,0
2025-02-21,P037,128,40,0
2025-02-21,P038,52,29,0
2025-02-21,P039,312,29,0
2025-02-21,P040,210,42,0
2025-02-21,P041,220,49,48
2025-02-21,P042,344,49,0
2025-02-21,P043,395,15,0
2025-02-21,P044,371,30,0
2025-02-21,P045,372,31,0
2025-02-21,P046,332,35,0
2025-02-21,P047,460,14,0
2025-02-21,P048,414,21,10
2025-02-21,P049,40,34,0
2025-02-21,P050,321,20,44
2025-02-22,P001,211,7,0
2025-02-22,P002,499,7,0
2025-02-22,P003,383,30,0
2025-02-22,P004,438,34,0
2025-02-22,P005,133,17,0
2025-02-22,P006,110,34,0
2025-02-22,P007,97,49,86
2025-02-22,P008,255,48,0
2025-02-22,P009,228,28,0
2025-02-22,P010,127,32,0
2025-02-22,P011,203,30,0
2025-02-22,P012,42,3,0
2025-02-22,P013,130,42,45
2025-02-22,P014,174,24,96
2025-02-22,P015,103,43,0
2025-02-22,P016,395,5,15
2025-02-22,P017,235,42,0
2025-02-22,P018,49,14,0
2025-02-22,P019,392,19,44
2025-02-22,P020,208,34,89
2025-02-22,P021,215,4,0
2025-02-22,P022,117,8,0
2025-02-22,P023,451,6,0
2025-02-22,P024,332,47,0
2025-02-22,P025,58,40,26
2025-02-22,P026,279,2,0
2025-02-22,P027,192,35,49
2025-02-22,P028,255,19,0
2025-02-22,P029,72,27,0
2025-02-22,P030,73,21,0
2025-02-22,P031,38,26,0
2025-02-22,P032,67,0,0
2025-02-22,P033,41,11,22
2025-02-22,P034,58,9,0
2025-02-22,P035,247,48,0
2025-02-22,P036,120,5,0
2025-02-22,P037,373,33,0
2025-02-22,P038,183,18,77
2025-02-22,P039,165,26,0
2025-02-22,P040,51,34,50
2025-02-22,P041,214,11,60
2025-02-22,P042,377,49,0
2025-02-22,P043,334,48,0
2025-02-22,P044,79,5,0
2025-02-22,P045,58,44,0
2025-02-22,P046,358,14,35
2025-02-22,P047,367,6,0
2025-02-22,P048,430,49,0
2025-02-22,P049,197,44,0
2025-02-22,P050,391,22,0
2025-02-23,P001,197,34,0
2025-02-23,P002,430,26,0
2025-02-23,P003,286,38,0
2025-02-23,P004,361,39,0
2025-02-23,P005,456,22,0
2025-02-23,P006,94,23,41
2025-02-23,P007,102,13,75
2025-02-23,P008,65,27,49
2025-02-23,P009,165,29,0
2025-02-23,P010,187,28,30
2025-02-23,P011,321,16,0
2025-02-23,P012,79,30,36
2025-02-23,P013,33,6,0
2025-02-23,P014,413,46,0
2025-02-23,P015,210,5,0
2025-02-23,P016,173,31,70
2025-02-23,P017,491,10,25
2025-02-23,P018,288,11,0
2025-02-23,P019,317,50,27
2025-02-23,P020,428,47,50
2025-02-23,P021,53,5,34
2025-02-23,P022,76,9,0
2025-02-23,P023,271,15,0
2025-02-23,P024,481,43,0
2025-02-23,P025,59,5,0
2025-02-23,P026,444,10,23
2025-02-23,P027,315,19,0
2025-02-23,P028,90,49,0
2025-02-23,P029,476,2,0
2025-02-23,P030,310,7,0
2025-02-23,P031,113,18,0
2025-02-23,P032,183,6,42
2025-02-23,P033,440,40,50
2025-02-23,P034,335,19,0
2025-02-23,P035,53,11,0
2025-02-23,P036,408,6,0
2025-02-23,P037,414,25,0
2025-02-23,P038,372,19,0
2025-02-23,P039,472,19,0
2025-02-23,P040,143,22,0
2025-02-23,P041,491,30,74
2025-02-23,P042,118,37,0
2025-02-23,P043,182,24,0
2025-02-23,P044,348,27,0
2025-02-23,P045,348,13,0
2025-02-23,P046,383,43,0
2025-02-23,P047,165,19,0
2025-02-23,P048,478,15,28
2025-02-23,P049,286,34,0
2025-02-23,P050,128,45,81
2025-02-24,P001,183,48,0
2025-02-24,P002,191,42,0
2025-02-24,P003,362,17,0
2025-02-24,P004,65,6,55
2025-02-24,P005,287,45,40
2025-02-24,P006,416,38,0
2025-02-24,P007,388,49,0
2025-02-24,P008,398,17,0
2025-02-24,P009,280,3,0
2025-02-24,P010,217,0,0
2025-02-24,P011,388,10,0
2025-02-24,P012,227,33,0
2025-02-24,P013,63,50,41
2025-02-24,P014,358,26,0
2025-02-24,P015,384,49,0
2025-02-24,P016,211,34,0
2025-02-24,P017,329,48,0
2025-02-24,P018,94,36,0
2025-02-24,P019,83,33,0
2025-02-24,P020,176,31,76
2025-02-24,P021,369,0,0
2025-02-24,P022,262,22,0
2025-02-24,P023,133,33,71
2025-02-24,P024,481,40,0
2025-02-24,P025,241,49,16
2025-02-24,P026,74,24,37
2025-02-24,P027,248,32,0
2025-02-24,P028,450,7,0
2025-02-24,P029,406,29,0
2025-02-24,P030,31,7,29
2025-02-24,P031,57,10,33
2025-02-24,P032,253,40,65
2025-02-24,P033,339,9,0
2025-02-24,P034,50,9,0
2025-02-24,P035,452,24,0
2025-02-24,P036,274,11,42
2025-02-24,P037,112,5,98
2025-02-24,P038,316,40,0
2025-02-24,P039,68,26,0
2025-02-24,P040,335,16,0
2025-02-24,P041,213,47,0
2025-02-24,P042,281,34,0
2025-02-24,P043,48,40,0
2025-02-24,P044,70,27,0
2025-02-24,P045,223,32,0
2025-02-24,P046,84,13,15
2025-02-24,P047,162,37,97
2025-02-24,P048,32,9,8
2025-02-24,P049,421,13,0
2025-02-24,P050,327,32,0
2025-02-25,P001,218,36,0
2025-02-25,P002,222,13,0
2025-02-25,P003,187,20,0
2025-02-25,P004,471,10,0
2025-02-25,P005,263,28,63
2025-02-25,P006,342,9,0
2025-02-25,P007,242,25,0
2025-02-25,P008,442,4,0
2025-02-25,P009,177,35,72
2025-02-25,P010,452,41,0
2025-02-25,P011,141,44,0
2025-02-25,P012,30,21,0
2025-02-25,P013,166,2,0
2025-02-25,P014,194,39,68
2025-02-25,P015,486,38,0
2025-02-25,P016,71,44,2
2025-02-25,P017,391,6,0
2025-02-25,P018,106,16,0
2025-02-25,P019,147,26,0
2025-02-25,P020,372,16,0
2025-02-25,P021,173,35,0
2025-02-25,P022,223,39,55
2025-02-25,P023,66,12,0
2025-02-25,P024,209,35,0
2025-02-25,P025,496,35,0
2025-02-25,P026,97,26,0
2025-02-25,P027,71,9,0
2025-02-25,P028,265,28,0
2025-02-25,P029,300,42,75
2025-02-25,P030,254,10,0
2025-02-25,P031,148,33,0
2025-02-25,P032,28,12,0
2025-02-25,P033,287,24,0
2025-02-25,P034,468,5,0
2025-02-25,P035,255,2,98
2025-02-25,P036,287,1,0
2025-02-25,P037,23,12,36
2025-02-25,P038,75,9,97
2025-02-25,P039,123,26,0
2025-02-25,P040,256,39,0
2025-02-25,P041,223,24,64
2025-02-25,P042,303,32,20
2025-02-25,P043,328,38,0
2025-02-25,P044,300,12,0
2025-02-25,P045,349,25,90
2025-02-25,P046,477,11,0
2025-02-25,P047,81,28,0
2025-02-25,P048,280,38,0
2025-02-25,P049,143,4,0
2025-02-25,P050,277,43,83
2025-02-26,P001,145,7,0
2025-02-26,P002,242,27,0
2025-02-26,P003,331,33,0
2025-02-26,P004,304,45,17
2025-02-26,P005,54,46,23
2025-02-26,P006,27,21,0
2025-02-26,P007,491,33,2
2025-02-26,P008,341,25,0
2025-02-26,P009,455,7,10
2025-02-26,P010,280,46,0
2025-02-26,P011,454,20,42
2025-02-26,P012,160,11,72
2025-02-26,P013,411,27,0
2025-02-26,P014,261,35,0
2025-02-26,P015,435,29,0
2025-02-26,P016,485,7,0
2025-02-26,P017,286,5,26
2025-02-26,P018,256,5,0
2025-02-26,P019,207,24,0
2025-02-26,P020,68,40,39
2025-02-26,P021,191,17,0
2025-02-26,P022,349,28,0
2025-02-26,P023,318,31,37
2025-02-26,P024,221,23,0
2025-02-26,P025,77,15,0
2025-02-26,P026,139,8,0
2025-02-26,P027,86,35,0
2025-02-26,P028,327,37,0
2025-02-26,P029,48,47,0
2025-02-26,P030,290,0,87
2025-02-26,P031,344,6,0
2025-02-26,P032,376,39,0
2025-02-26,P033,423,12,0
2025-02-26,P034,208,38,78
2025-02-26,P035,187,36,0
2025-02-26,P036,398,28,17
2025-02-26,P037,443,31,0
2025-02-26,P038,262,8,0
2025-02-26,P039,326,18,46
2025-02-26,P040,390,3,91
2025-02-26,P041,126,48,0
2025-02-26,P042,342,35,0
2025-02-26,P043,190,47,2
2025-02-26,P044,64,11,0
2025-02-26,P045,255,11,26
2025-02-26,P046,186,49,3
2025-02-26,P047,176,50,0
2025-02-26,P048,58,41,0
2025-02-26,P049,169,40,78
2025-02-26,P050,496,22,0
2025-02-27,P001,280,2,58
2025-02-27,P002,477,26,0
2025-02-27,P003,494,27,4
2025-02-27,P004,418,39,0
2025-02-27,P005,367,34,0
2025-02-27,P006,209,43,0
2025-02-27,P007,364,5,39
2025-02-27,P008,358,9,0
2025-02-27,P009,412,21,0
2025-02-27,P010,163,25,0
2025-02-27,P011,56,17,31
2025-02-27,P012,167,28,0
2025-02-27,P013,391,24,6
2025-02-27,P014,370,23,0
2025-02-27,P015,172,28,0
2025-02-27,P016,203,43,0
2025-02-27,P017,167,6,32
2025-02-27,P018,379,44,0
2025-02-27,P019,382,8,0
2025-02-27,P020,236,40,2
2025-02-27,P021,332,24,0
2025-02-27,P022,136,34,0
2025-02-27,P023,134,48,0
2025-02-27,P024,405,26,0
2025-02-27,P025,247,16,12
2025-02-27,P026,66,28,0
2025-02-27,P027,366,36,0
2025-02-27,P028,431,36,0
2025-02-27,P029,65,40,0
2025-02-27,P030,339,48,0
2025-02-27,P031,260,3,0
2025-02-27,P032,312,37,39
2025-02-27,P033,441,29,0
2025-02-27,P034,146,0,0
2025-02-27,P035,247,26,0
2025-02-27,P036,237,25,0
2025-02-27,P037,453,38,0
2025-02-27,P038,305,30,0
2025-02-27,P039,381,5,0
2025-02-27,P040,389,44,85
2025-02-27,P041,300,43,0
2025-02-27,P042,151,23,53
2025-02-27,P043,151,29,0
2025-02-27,P044,330,33,45
2025-02-27,P045,284,27,0
2025-02-27,P046,247,11,0
2025-02-27,P047,305,2,0
2025-02-27,P048,241,13,0
2025-02-27,P049,389,20,0
2025-02-27,P050,298,26,0
2025-02-28,P001,425,10,98
2025-02-28,P002,222,32,0
2025-02-28,P003,373,7,91
2025-02-28,P004,26,17,68
2025-02-28,P005,361,48,0
2025-02-28,P006,303,33,0
2025-02-28,P007,197,39,43
2025-02-28,P008,434,20,0
2025-02-28,P009,426,50,0
2025-02-28,P010,103,7,0
2025-02-28,P011,215,35,0
2025-02-28,P012,56,25,0
2025-02-28,P013,387,43,0
2025-02-28,P014,335,26,0
2025-02-28,P015,409,3,8
2025-02-28,P016,214,49,9
2025-02-28,P017,320,33,0
2025-02-28,P018,152,41,0
2025-02-28,P019,89,9,0
2025-02-28,P020,262,48,88
2025-02-28,P021,479,48,70
2025-02-28,P022,257,37,0
2025-02-28,P023,351,47,66
2025-02-28,P024,370,4,0
2025-02-28,P025,107,42,66
2025-02-28,P026,472,15,85
2025-02-28,P027,315,17,0
2025-02-28,P028,54,49,4
2025-02-28,P029,21,1,0
2025-02-28,P030,353,16,80
2025-02-28,P031,213,13,76
2025-02-28,P032,136,38,72
2025-02-28,P033,301,7,42
2025-02-28,P034,324,5,0
2025-02-28,P035,358,24,21
2025-02-28,P036,319,13,0
2025-02-28,P037,70,29,0
2025-02-28,P038,382,40,93
2025-02-28,P039,331,17,66
2025-02-28,P040,354,33,78
2025-02-28,P041,171,15,0
2025-02-28,P042,335,29,0
2025-02-28,P043,422,28,0
2025-02-28,P044,345,25,0
2025-02-28,P045,431,47,0
2025-02-28,P046,183,45,0
2025-02-28,P047,124,15,0
2025-02-28,P048,485,35,99
2025-02-28,P049,372,25,10
2025-02-28,P050,407,37,20
2025-03-01,P001,187,6,7
2025-03-01,P002,27,4,0
2025-03-01,P003,358,10,0
2025-03-01,P004,360,9,0
2025-03-01,P005,102,7,0
2025-03-01,P006,198,50,0
2025-03-01,P007,385,20,100
2025-03-01,P008,68,10,0
2025-03-01,P009,392,47,0
2025-03-01,P010,74,1,0
2025-03-01,P011,409,20,84
2025-03-01,P012,206,40,85
2025-03-01,P013,407,26,45
2025-03-01,P014,80,20,0
2025-03-01,P015,97,43,0
2025-03-01,P016,479,45,95
2025-03-01,P017,477,29,0
2025-03-01,P018,425,28,0
2025-03-01,P019,300,23,0
2025-03-01,P020,155,33,0
2025-03-01,P021,130,27,84
2025-03-01,P022,328,49,19
2025-03-01,P023,340,42,0
2025-03-01,P024,165,7,0
2025-03-01,P025,174,36,0
2025-03-01,P026,187,23,0
2025-03-01,P027,103,21,0
2025-03-01,P028,295,36,0
2025-03-01,P029,190,49,26
2025-03-01,P030,135,35,0
2025-03-01,P031,218,45,0
2025-03-01,P032,413,0,52
2025-03-01,P033,196,15,0
2025-03-01,P034,181,37,0
2025-03-01,P035,185,16,90
2025-03-01,P036,275,5,0
2025-03-01,P037,478,29,6
2025-03-01,P038,182,7,0
2025-03-01,P039,385,36,43
2025-03-01,P040,171,21,0
2025-03-01,P041,479,23,0
2025-03-01,P042,167,47,0
2025-03-01,P043,79,0,96
2025-03-01,P044,437,40,0
2025-03-01,P045,45,0,0
2025-03-01,P046,326,10,0
2025-03-01,P047,46,14,0
2025-03-01,P048,431,33,0
2025-03-01,P049,355,20,0
2025-03-01,P050,178,33,93
2025-03-02,P001,246,34,0
2025-03-02,P002,287,14,98
2025-03-02,P003,213,32,9
2025-03-02,P004,146,25,80
2025-03-02,P005,434,1,0
2025-03-02,P006,142,2,0
2025-03-02,P007,446,49,0
2025-03-02,P008,194,28,0
2025-03-02,P009,413,15,0
2025-03-02,P010,446,35,0
2025-03-02,P011,253,0,95
2025-03-02,P012,228,2,55
2025-03-02,P013,460,45,0
2025-03-02,P014,231,11,0
2025-03-02,P015,250,32,0
2025-03-02,P016,287,39,0
2025-03-02,P017,387,10,98
2025-03-02,P018,396,5,0
2025-03-02,P019,346,0,0
2025-03-02,P020,161,5,57
2025-03-02,P021,70,49,0
2025-03-02,P022,338,26,0
2025-03-02,P023,398,0,0
2025-03-02,P024,323,33,77
2025-03-02,P025,110,16,0
2025-03-02,P026,373,7,0
2025-03-02,P027,186,14,0
2025-03-02,P028,157,5,0
2025-03-02,P029,481,10,0
2025-03-02,P030,201,37,94
2025-03-02,P031,167,6,0
2025-03-02,P032,29,10,67
2025-03-02,P033,152,17,0
2025-03-02,P034,254,43,61
2025-03-02,P035,140,49,0
2025-03-02,P036,143,31,0
2025-03-02,P037,337,10,27
2025-03-02,P038,396,38,64
2025-03-02,P039,292,4,21
2025-03-02,P040,39,5,67
2025-03-02,P041,159,38,93
2025-03-02,P042,245,31,24
2025-03-02,P043,416,35,0
2025-03-02,P044,147,17,0
2025-03-02,P045,142,44,0
2025-03-02,P046,246,42,0
2025-03-02,P047,398,26,0
2025-03-02,P048,272,39,0
2025-03-02,P049,141,18,0
2025-03-02,P050,169,7,0
2025-03-03,P001,173,40,76
2025-03-03,P002,387,3,0
2025-03-03,P003,437,38,5
2025-03-03,P004,449,41,0
2025-03-03,P005,108,0,0
2025-03-03,P006,409,16,0
2025-03-03,P007,78,31,66
2025-03-03,P008,40,22,89
2025-03-03,P009,407,34,100
2025-03-03,P010,140,25,28
2025-03-03,P011,375,6,0
2025-03-03,P012,158,34,0
2025-03-03,P013,207,48,0
2025-03-03,P014,144,19,0
2025-03-03,P015,156,32,0
2025-03-03,P016,444,30,0
2025-03-03,P017,243,13,98
2025-03-03,P018,263,6,0
2025-03-03,P019,173,21,47
2025-03-03,P020,45,45,0
2025-03-03,P021,399,48,0
2025-03-03,P022,364,19,0
2025-03-03,P023,423,33,61
2025-03-03,P024,342,16,0
2025-03-03,P025,431,0,0
2025-03-03,P026,78,34,0
2025-03-03,P027,184,46,0
2025-03-03,P028,441,46,0
2025-03-03,P029,374,19,0
2025-03-03,P030,442,36,0
2025-03-03,P031,311,8,0
2025-03-03,P032,109,3,0
2025-03-03,P033,435,13,0
2025-03-03,P034,478,9,0
2025-03-03,P035,328,7,67
2025-03-03,P036,381,25,0
2025-03-03,P037,305,28,0
2025-03-03,P038,349,32,0
2025-03-03,P039,137,26,0
2025-03-03,P040,223,46,0
2025-03-03,P041,284,17,0
2025-03-03,P042,315,36,0
2025-03-03,P043,296,36,0
2025-03-03,P044,351,19,0
2025-03-03,P045,114,34,0
2025-03-03,P046,322,20,0
2025-03-03,P047,163,41,0
2025-03-03,P048,451,41,0
2025-03-03,P049,51,8,0
2025-03-03,P050,343,42,0
2025-03-04,P001,498,35,0
2025-03-04,P002,392,5,0
2025-03-04,P003,385,5,45
2025-03-04,P004,322,31,0
2025-03-04,P005,471,35,0
2025-03-04,P006,72,33,0
2025-03-04,P007,37,28,64
2025-03-04,P008,495,40,99
2025-03-04,P009,263,13,0
2025-03-04,P010,57,37,0
2025-03-04,P011,86,8,0
2025-03-04,P012,125,40,0
2025-03-04,P013,314,3,90
2025-03-04,P014,125,49,91
2025-03-04,P015,447,11,0
2025-03-04,P016,417,22,0
2025-03-04,P017,212,23,8
2025-03-04,P018,438,33,0
2025-03-04,P019,276,14,47
